transaction_id,timestamp,quarter,customer_id,customer_type,category,unit_price,quantity,discount_pct,revenue,cost,cost_revenue_ratio,payment_method,transaction_fee,location_type,shipping_cost,is_returned,return_cost,satisfaction_score,profit,profit_margin_pct
TXN_007237,2023-07-01 16:13:42,1,CUST_15631,Returning,Electronics,410.15,1,3.23,396.9,276.8,69.74,Credit Card,11.51,Suburban,9.88,No,0.0,4.04,98.70999999999997,24.87
TXN_001530,2023-07-01 16:17:24,1,CUST_11649,Returning,Home Goods,151.99,5,7.48,703.11,525.67,74.76,PayPal,23.91,Rural,12.97,No,0.0,4.74,140.56000000000006,19.99
TXN_004047,2023-07-01 16:21:28,1,CUST_17196,New,Clothing,141.79,1,11.62,125.31,107.51,85.8,Credit Card,3.63,Suburban,10.0,Yes,13.1,3.54,-8.930000000000001,-7.13
TXN_010182,2023-07-01 16:21:45,1,CUST_17636,Returning,Electronics,402.5,2,6.58,752.03,516.04,68.62,Credit Card,21.81,Urban,6.39,No,0.0,4.51,207.79000000000002,27.63
TXN_013900,2023-07-01 16:21:49,1,CUST_20558,Returning,Home Goods,176.0,3,9.47,478.0,407.62,85.28,PayPal,16.25,Urban,6.08,No,0.0,4.04,48.05,10.05
TXN_004804,2023-07-01 16:24:28,1,CUST_23869,Returning,Electronics,352.99,1,0.29,351.97,213.18,60.57,PayPal,11.97,Suburban,7.53,No,0.0,4.05,119.29000000000002,33.89
TXN_017572,2023-07-01 16:25:15,1,CUST_08160,New,Clothing,136.92,1,8.93,124.69,106.98,85.8,PayPal,4.24,Rural,14.02,Yes,11.92,3.53,-12.470000000000006,-10.0
TXN_002902,2023-07-01 16:31:15,1,CUST_08594,Returning,Home Goods,153.13,2,3.82,294.56,200.8,68.17,Gift Card,0.0,Rural,13.64,No,0.0,4.67,80.11999999999999,27.2
TXN_017796,2023-07-01 16:33:41,1,CUST_13019,Returning,Electronics,259.59,3,0.17,777.45,522.85,67.25,PayPal,26.43,Suburban,8.8,No,0.0,4.08,219.37,28.22
TXN_013529,2023-07-01 16:36:58,1,CUST_20542,New,Home Goods,131.57,1,8.95,119.79,70.44,58.8,PayPal,4.07,Rural,14.82,No,0.0,4.39,30.460000000000008,25.43
TXN_018982,2023-07-01 16:38:33,1,CUST_08458,Returning,Clothing,141.73,3,8.13,390.62,357.84,91.61,Credit Card,11.33,Suburban,9.99,No,0.0,4.65,11.460000000000031,2.93
TXN_001086,2023-07-01 16:38:48,1,CUST_04287,Returning,Clothing,49.47,3,1.12,146.75,121.55,82.83,PayPal,4.99,Suburban,9.93,No,0.0,4.54,10.280000000000001,7.01
TXN_014041,2023-07-01 16:39:42,1,CUST_17399,New,Clothing,91.76,1,9.99,82.59,77.58,93.93,Credit Card,2.4,Urban,5.63,Yes,13.2,3.14,-16.219999999999995,-19.64
TXN_018885,2023-07-01 16:40:55,1,CUST_23737,New,Clothing,69.29,1,7.83,63.86,52.53,82.26,PayPal,2.17,Rural,12.06,No,0.0,4.05,-2.900000000000002,-4.54
TXN_012233,2023-07-01 16:44:33,1,CUST_18687,Returning,Home Goods,139.54,3,5.87,394.05,235.12,59.67,PayPal,13.4,Suburban,8.71,No,0.0,4.03,136.82,34.72
TXN_003861,2023-07-01 16:47:02,1,CUST_04701,Returning,Clothing,82.45,5,8.56,376.96,318.76,84.56,Credit Card,10.93,Urban,5.94,No,0.0,4.67,41.32999999999999,10.96
TXN_008845,2023-07-01 16:50:37,1,CUST_13535,Returning,Electronics,438.85,3,1.9,1291.54,813.95,63.02,PayPal,43.91,Urban,5.88,No,0.0,4.59,427.79999999999995,33.12
TXN_014151,2023-07-01 17:09:56,1,CUST_15147,New,Clothing,97.11,1,10.4,87.01,77.24,88.77,PayPal,2.96,Rural,11.04,No,0.0,4.28,-4.229999999999989,-4.86
TXN_002973,2023-07-01 17:16:31,1,CUST_16476,Returning,Home Goods,55.65,1,4.77,53.0,42.51,80.21,Credit Card,1.54,Suburban,7.42,No,0.0,4.55,1.530000000000003,2.89
TXN_001747,2023-07-01 17:20:20,1,CUST_12768,Returning,Clothing,94.44,3,2.72,275.61,235.21,85.34,PayPal,9.37,Suburban,7.05,No,0.0,4.6,23.980000000000008,8.7
TXN_017722,2023-07-01 17:25:22,1,CUST_24631,New,Clothing,89.08,2,9.34,161.52,147.17,91.12,Credit Card,4.68,Suburban,7.89,No,0.0,4.31,1.7800000000000233,1.1
TXN_006747,2023-07-01 17:26:35,1,CUST_01229,Returning,Clothing,120.61,2,7.74,222.55,190.41,85.56,PayPal,7.57,Rural,13.49,No,0.0,4.54,11.080000000000014,4.98
TXN_006790,2023-07-01 17:27:15,1,CUST_21678,Returning,Electronics,309.14,1,5.85,291.06,200.33,68.83,Credit Card,8.44,Suburban,7.77,No,0.0,4.31,74.52,25.6
TXN_001108,2023-07-01 17:27:19,1,CUST_01521,Returning,Home Goods,92.46,2,4.95,175.77,93.66,53.29,PayPal,5.98,Urban,6.43,No,0.0,4.68,69.70000000000002,39.65
TXN_012002,2023-07-01 17:28:10,1,CUST_05262,Returning,Electronics,345.65,1,0.92,342.47,224.62,65.59,PayPal,11.64,Rural,11.88,No,0.0,4.17,94.33000000000003,27.54
TXN_018054,2023-07-01 17:30:09,1,CUST_08544,New,Electronics,338.81,2,13.94,583.16,445.78,76.44,Credit Card,16.91,Urban,5.92,No,0.0,4.34,114.55,19.64
TXN_000633,2023-07-01 17:30:31,1,CUST_11032,Returning,Clothing,28.52,2,4.32,54.58,44.73,81.95,Credit Card,1.58,Suburban,7.58,No,0.0,4.25,0.6900000000000013,1.26
TXN_002245,2023-07-01 17:31:05,1,CUST_04660,New,Home Goods,168.25,1,8.83,153.39,122.09,79.59,PayPal,5.22,Urban,5.29,No,0.0,4.13,20.789999999999985,13.55
TXN_004727,2023-07-01 17:34:23,1,CUST_06816,Returning,Electronics,113.36,3,7.62,314.17,230.64,73.41,PayPal,10.68,Urban,5.58,No,0.0,4.76,67.27000000000002,21.41
TXN_005219,2023-07-01 17:38:50,1,CUST_07224,New,Electronics,326.83,1,10.89,291.24,205.56,70.58,Credit Card,8.45,Urban,6.06,No,0.0,4.34,71.17,24.44
TXN_000021,2023-07-01 17:43:46,1,CUST_14289,New,Home Goods,151.35,2,6.97,281.6,181.34,64.4,PayPal,9.57,Suburban,9.16,No,0.0,4.09,81.53000000000003,28.95
TXN_007939,2023-07-01 17:44:35,1,CUST_24536,Returning,Electronics,388.74,4,5.7,1466.33,985.49,67.21,PayPal,49.86,Urban,5.43,No,0.0,4.66,425.5499999999999,29.02
TXN_012195,2023-07-01 17:54:09,1,CUST_04947,New,Electronics,275.29,1,5.45,260.29,184.34,70.82,PayPal,8.85,Suburban,9.9,No,0.0,4.43,57.200000000000024,21.98
TXN_003388,2023-07-01 18:01:59,1,CUST_15473,Returning,Home Goods,48.78,2,3.63,94.02,64.03,68.1,Credit Card,2.73,Urban,5.92,Yes,16.59,3.65,4.7499999999999964,5.05
TXN_006936,2023-07-01 18:03:59,1,CUST_08701,Returning,Home Goods,27.0,2,8.39,49.47,33.61,67.94,Credit Card,1.43,Rural,12.61,No,0.0,4.43,1.8200000000000003,3.68
TXN_006650,2023-07-01 18:04:25,1,CUST_01797,Returning,Home Goods,185.47,3,7.52,514.57,410.87,79.85,Credit Card,14.92,Suburban,7.04,No,0.0,4.24,81.74000000000004,15.89
TXN_000859,2023-07-01 18:05:03,1,CUST_21141,New,Clothing,21.05,1,5.9,19.81,16.22,81.88,PayPal,0.67,Urban,6.07,No,0.0,4.29,-3.1500000000000004,-15.9
TXN_015992,2023-07-01 18:08:08,1,CUST_23186,New,Electronics,109.92,1,8.13,100.98,71.27,70.58,Credit Card,2.93,Suburban,7.57,No,0.0,4.05,19.210000000000008,19.02
TXN_011952,2023-07-01 18:17:58,1,CUST_22504,Returning,Clothing,106.02,3,1.55,313.13,247.93,79.18,Credit Card,9.08,Suburban,8.32,No,0.0,4.73,47.79999999999999,15.27
TXN_014163,2023-07-01 18:18:12,1,CUST_02319,Returning,Electronics,480.9,2,8.21,882.84,586.79,66.47,Gift Card,0.0,Urban,5.88,No,0.0,4.07,290.1700000000001,32.87
TXN_013777,2023-07-01 18:20:20,1,CUST_12404,Returning,Electronics,344.49,2,7.99,633.93,474.96,74.92,PayPal,21.55,Suburban,9.06,No,0.0,4.57,128.35999999999996,20.25
TXN_018507,2023-07-01 18:27:13,1,CUST_03000,New,Home Goods,110.73,2,5.15,210.05,148.37,70.64,PayPal,7.14,Suburban,8.12,No,0.0,4.17,46.42000000000001,22.1
TXN_014241,2023-07-01 18:28:36,1,CUST_12553,Returning,Home Goods,182.67,3,3.12,530.91,290.57,54.73,PayPal,18.05,Urban,5.61,No,0.0,4.67,216.67999999999995,40.81
TXN_013047,2023-07-01 18:33:44,1,CUST_09733,Returning,Home Goods,37.09,3,6.09,104.49,83.0,79.43,PayPal,3.55,Urban,5.14,No,0.0,4.59,12.799999999999994,12.25
TXN_015927,2023-07-01 18:38:37,1,CUST_12479,Returning,Electronics,286.39,5,7.42,1325.7,944.31,71.23,Credit Card,38.45,Rural,11.1,No,0.0,4.28,331.8400000000001,25.03
TXN_009450,2023-07-01 18:48:59,1,CUST_14682,Returning,Clothing,149.44,1,6.2,140.17,117.38,83.74,Credit Card,4.06,Urban,5.9,No,0.0,4.67,12.829999999999993,9.15
TXN_001413,2023-07-01 18:49:53,1,CUST_12958,New,Clothing,82.46,1,8.43,75.51,65.83,87.18,PayPal,2.57,Urban,6.36,Yes,13.07,3.68,-12.319999999999993,-16.32
TXN_007588,2023-07-01 19:03:05,1,CUST_05902,Returning,Clothing,144.28,4,6.72,538.34,482.75,89.67,Credit Card,15.61,Suburban,7.63,No,0.0,4.61,32.35000000000003,6.01
TXN_007629,2023-07-01 19:07:39,1,CUST_11950,Returning,Clothing,70.72,3,8.34,194.47,159.51,82.02,Credit Card,5.64,Urban,6.32,No,0.0,4.22,23.000000000000007,11.83
TXN_013534,2023-07-01 19:08:06,1,CUST_10911,Returning,Home Goods,192.68,3,2.35,564.46,430.71,76.3,Credit Card,16.37,Suburban,9.27,No,0.0,4.73,108.11000000000006,19.15
TXN_017364,2023-07-01 19:18:49,1,CUST_02396,Returning,Home Goods,133.3,2,9.96,240.05,182.47,76.01,Gift Card,0.0,Urban,6.87,No,0.0,4.8,50.710000000000015,21.12
TXN_005940,2023-07-01 19:20:01,1,CUST_14846,Returning,Clothing,41.51,4,6.98,154.45,126.53,81.92,PayPal,5.25,Rural,11.74,No,0.0,4.78,10.929999999999987,7.08
TXN_012039,2023-07-01 19:20:39,1,CUST_20198,Returning,Home Goods,90.37,3,2.85,263.38,207.27,78.7,PayPal,8.95,Urban,6.12,No,0.0,4.51,41.039999999999985,15.58
TXN_010183,2023-07-01 19:21:06,1,CUST_01626,Returning,Home Goods,85.75,3,8.75,234.74,194.17,82.72,PayPal,7.98,Rural,12.66,No,0.0,4.69,19.930000000000017,8.49
TXN_004006,2023-07-01 19:24:32,1,CUST_10242,New,Clothing,117.31,1,11.86,103.4,92.74,89.69,Credit Card,3.0,Urban,5.82,No,0.0,3.99,1.8400000000000105,1.78
TXN_001335,2023-07-01 19:24:47,1,CUST_05819,New,Home Goods,60.15,1,9.94,54.17,35.66,65.83,PayPal,1.84,Urban,6.19,No,0.0,4.08,10.480000000000004,19.35
TXN_004285,2023-07-01 19:29:41,1,CUST_23831,Returning,Clothing,101.83,4,0.47,405.41,313.24,77.26,Credit Card,11.76,Suburban,8.88,Yes,18.91,3.68,52.62000000000002,12.98
TXN_017633,2023-07-01 19:33:08,1,CUST_21156,Returning,Clothing,60.12,2,6.89,111.96,97.6,87.17,PayPal,3.81,Rural,12.7,No,0.0,4.42,-2.1500000000000004,-1.92
TXN_007075,2023-07-01 19:33:41,1,CUST_16886,New,Electronics,88.65,1,12.66,77.43,57.23,73.91,PayPal,2.63,Suburban,9.32,No,0.0,4.04,8.25000000000001,10.65
TXN_009554,2023-07-01 19:33:41,1,CUST_03923,Returning,Clothing,23.84,3,3.35,69.12,59.8,86.52,PayPal,2.35,Urban,5.53,No,0.0,4.24,1.4400000000000075,2.08
TXN_015442,2023-07-01 19:34:36,1,CUST_04797,Returning,Electronics,164.66,2,9.92,296.65,200.81,67.69,PayPal,10.09,Suburban,8.77,No,0.0,4.73,76.97999999999998,25.95
TXN_005296,2023-07-01 19:39:11,1,CUST_10103,Returning,Electronics,270.43,4,6.43,1012.17,727.87,71.91,PayPal,34.41,Urban,5.39,No,0.0,4.23,244.49999999999997,24.16
TXN_010559,2023-07-01 19:40:45,1,CUST_07943,Returning,Clothing,85.84,4,5.31,325.13,284.12,87.39,PayPal,11.05,Suburban,9.36,No,0.0,4.66,20.59999999999999,6.34
TXN_012130,2023-07-01 19:40:48,1,CUST_11928,Returning,Home Goods,157.17,2,8.51,287.59,181.94,63.26,PayPal,9.78,Urban,5.86,No,0.0,4.52,90.00999999999998,31.3
TXN_013978,2023-07-01 19:47:02,1,CUST_02025,New,Electronics,79.15,1,10.54,70.81,54.62,77.14,Credit Card,2.05,Suburban,8.83,No,0.0,4.34,5.310000000000004,7.5
TXN_010431,2023-07-01 19:52:39,1,CUST_12074,New,Electronics,64.96,2,14.81,110.68,78.94,71.32,PayPal,3.76,Urban,5.13,Yes,18.51,2.96,4.3400000000000105,3.92
TXN_012536,2023-07-01 19:53:28,1,CUST_22091,Returning,Clothing,141.39,2,6.64,264.0,217.97,82.56,Credit Card,7.66,Suburban,9.48,No,0.0,4.6,28.890000000000004,10.94
TXN_000178,2023-07-01 19:53:53,1,CUST_03247,Returning,Electronics,341.3,2,6.09,641.03,432.51,67.47,PayPal,21.8,Urban,5.55,No,0.0,4.52,181.16999999999996,28.26
TXN_003305,2023-07-01 19:54:20,1,CUST_13874,Returning,Home Goods,78.1,2,5.68,147.33,109.68,74.45,Credit Card,4.27,Urban,5.87,No,0.0,4.4,27.51000000000001,18.67
TXN_005140,2023-07-01 19:58:43,1,CUST_02684,Returning,Clothing,63.4,1,7.82,58.44,52.17,89.27,PayPal,1.99,Suburban,7.26,No,0.0,4.71,-2.980000000000004,-5.1
TXN_003638,2023-07-01 19:59:02,1,CUST_23104,Returning,Home Goods,88.49,1,0.09,88.41,69.18,78.25,Gift Card,0.0,Suburban,8.0,Yes,18.99,3.9,-7.760000000000009,-8.78
TXN_007975,2023-07-01 20:03:54,1,CUST_06493,Returning,Clothing,87.96,2,4.21,168.51,135.67,80.51,PayPal,5.73,Suburban,8.11,No,0.0,4.55,19.000000000000004,11.28
TXN_009891,2023-07-01 20:09:52,1,CUST_13404,Returning,Electronics,164.7,3,4.84,470.19,335.24,71.3,Credit Card,13.64,Suburban,8.4,No,0.0,4.17,112.90999999999998,24.01
TXN_016503,2023-07-01 20:18:51,1,CUST_16528,Returning,Home Goods,161.16,2,2.46,314.39,170.52,54.24,Credit Card,9.12,Suburban,8.84,No,0.0,4.01,125.90999999999997,40.05
TXN_004708,2023-07-01 20:23:07,1,CUST_06758,Returning,Electronics,452.87,2,0.26,903.39,563.43,62.37,PayPal,30.72,Urban,5.87,No,0.0,4.25,303.37,33.58
TXN_015800,2023-07-01 20:25:36,1,CUST_00249,New,Clothing,33.4,1,6.42,31.26,25.14,80.42,PayPal,1.06,Suburban,7.02,No,0.0,4.34,-1.959999999999999,-6.27
TXN_014636,2023-07-01 20:28:24,1,CUST_17976,Returning,Electronics,258.32,2,4.55,493.13,360.13,73.03,Credit Card,14.3,Suburban,7.35,No,0.0,4.48,111.35000000000001,22.58
TXN_018907,2023-07-01 20:35:22,1,CUST_23382,New,Electronics,283.18,1,8.58,258.88,183.58,70.91,Credit Card,7.51,Urban,5.42,No,0.0,4.46,62.369999999999976,24.09
TXN_007918,2023-07-01 20:39:03,1,CUST_07390,Returning,Clothing,92.97,2,3.4,179.62,147.64,82.2,Credit Card,5.21,Suburban,7.44,Yes,10.02,3.52,9.310000000000016,5.18
TXN_008790,2023-07-01 20:39:04,1,CUST_14682,Returning,Electronics,389.98,1,6.86,363.23,271.4,74.72,PayPal,12.35,Urban,5.91,No,0.0,4.16,73.57000000000005,20.25
TXN_007204,2023-07-01 20:42:18,1,CUST_16928,New,Clothing,46.71,1,14.98,39.71,35.18,88.59,Gift Card,0.0,Suburban,9.59,No,0.0,4.09,-5.059999999999999,-12.74
TXN_017070,2023-07-01 20:42:34,1,CUST_12202,Returning,Clothing,127.96,4,1.76,502.83,414.97,82.53,Credit Card,14.58,Urban,6.95,No,0.0,4.06,66.32999999999996,13.19
TXN_007846,2023-07-01 20:43:32,1,CUST_05705,Returning,Clothing,103.46,3,1.77,304.89,248.65,81.55,PayPal,10.37,Urban,6.51,No,0.0,4.34,39.359999999999985,12.91
TXN_012269,2023-07-01 20:52:12,1,CUST_20385,New,Clothing,51.12,3,13.25,133.04,122.76,92.27,Gift Card,0.0,Suburban,8.4,No,0.0,4.43,1.8799999999999866,1.41
TXN_004687,2023-07-01 20:59:05,1,CUST_06825,Returning,Clothing,108.09,2,0.21,215.73,180.6,83.72,Credit Card,6.26,Rural,10.08,No,0.0,4.51,18.79,8.71
TXN_012321,2023-07-01 21:57:15,1,CUST_11831,Returning,Electronics,182.14,4,7.74,672.17,480.9,71.54,PayPal,22.85,Urban,6.96,No,0.0,4.51,161.45999999999998,24.02
TXN_001307,2023-07-01 22:14:04,1,CUST_05073,Returning,Home Goods,174.69,2,0.88,346.31,245.37,70.85,Credit Card,10.04,Urban,6.23,No,0.0,4.36,84.67,24.45
TXN_007589,2023-07-01 22:23:15,1,CUST_07789,New,Home Goods,186.85,2,11.68,330.05,231.92,70.27,PayPal,11.22,Suburban,7.84,No,0.0,4.17,79.07000000000002,23.96
TXN_011555,2023-07-01 22:25:41,1,CUST_06416,New,Electronics,442.4,1,7.12,410.9,279.94,68.13,PayPal,13.97,Suburban,9.82,No,0.0,4.14,107.16999999999999,26.08
TXN_012176,2023-07-01 22:57:41,1,CUST_00639,Returning,Clothing,67.45,2,7.26,125.11,106.38,85.03,PayPal,4.25,Rural,13.74,No,0.0,4.12,0.7400000000000038,0.59
TXN_015229,2023-07-01 22:58:54,1,CUST_15687,New,Clothing,117.93,2,8.57,215.65,177.25,82.19,PayPal,7.33,Rural,13.89,No,0.0,3.84,17.180000000000007,7.97
TXN_018879,2023-07-01 23:07:42,1,CUST_13304,Returning,Home Goods,133.08,4,6.85,495.86,321.17,64.77,Gift Card,0.0,Suburban,7.92,No,0.0,4.14,166.77,33.63
TXN_011002,2023-07-01 23:11:22,1,CUST_01916,New,Electronics,78.92,2,9.05,143.56,105.98,73.82,PayPal,4.88,Rural,12.82,No,0.0,4.35,19.879999999999995,13.85
TXN_000007,2023-07-01 23:16:32,1,CUST_03593,Returning,Home Goods,108.92,4,1.06,431.06,297.43,69.0,PayPal,14.66,Suburban,8.62,No,0.0,4.0,110.35,25.6
TXN_014514,2023-07-01 23:21:51,1,CUST_20611,Returning,Home Goods,138.9,2,6.58,259.52,196.15,75.58,Gift Card,0.0,Suburban,7.53,No,0.0,4.74,55.839999999999975,21.52
TXN_017774,2023-07-02 00:32:41,1,CUST_07231,Returning,Clothing,28.61,1,1.39,28.21,23.93,84.83,Credit Card,0.82,Rural,10.58,No,0.0,4.38,-7.119999999999999,-25.24
TXN_002337,2023-07-02 00:42:12,1,CUST_15782,Returning,Clothing,124.27,3,8.78,340.08,300.72,88.43,PayPal,11.56,Urban,6.66,No,0.0,4.26,21.139999999999954,6.22
TXN_003872,2023-07-02 01:10:24,1,CUST_03041,New,Clothing,144.81,1,11.8,127.72,117.32,91.86,PayPal,4.34,Suburban,8.7,No,0.0,3.97,-2.6399999999999935,-2.07
TXN_008773,2023-07-02 01:21:31,1,CUST_20526,New,Clothing,88.74,1,13.46,76.8,69.35,90.3,PayPal,2.61,Suburban,7.74,No,0.0,4.04,-2.899999999999997,-3.78
TXN_016584,2023-07-02 01:23:05,1,CUST_04837,Returning,Electronics,465.2,2,4.24,890.95,617.82,69.34,PayPal,30.29,Suburban,8.0,No,0.0,4.38,234.84,26.36
TXN_009934,2023-07-02 01:28:21,1,CUST_01442,Returning,Clothing,99.59,2,7.39,184.46,151.51,82.14,PayPal,6.27,Suburban,9.56,No,0.0,4.59,17.12000000000002,9.28
TXN_018328,2023-07-02 01:45:51,1,CUST_01550,Returning,Clothing,53.14,3,5.53,150.6,122.28,81.2,PayPal,5.12,Urban,6.43,No,0.0,4.67,16.769999999999992,11.14
TXN_018232,2023-07-02 02:08:56,1,CUST_23495,Returning,Electronics,100.01,1,1.91,98.1,63.65,64.88,Credit Card,2.84,Suburban,9.01,No,0.0,4.72,22.599999999999994,23.04
TXN_002687,2023-07-02 02:16:41,1,CUST_08365,New,Electronics,101.5,1,13.52,87.78,67.14,76.49,PayPal,2.98,Urban,5.73,Yes,16.41,3.48,-4.48,-5.1
TXN_001272,2023-07-02 03:39:18,1,CUST_10900,Returning,Home Goods,80.26,5,6.78,374.09,281.32,75.2,Gift Card,0.0,Urban,5.84,Yes,11.77,3.43,75.15999999999998,20.09
TXN_009778,2023-07-02 03:39:32,1,CUST_13851,Returning,Electronics,156.82,1,7.28,145.4,101.31,69.68,PayPal,4.94,Suburban,7.86,No,0.0,4.08,31.290000000000006,21.52
TXN_011088,2023-07-02 03:41:06,1,CUST_00380,New,Clothing,99.12,3,13.02,258.64,248.61,96.12,PayPal,8.79,Urban,6.99,No,0.0,3.85,-5.750000000000027,-2.22
TXN_002464,2023-07-02 04:08:44,1,CUST_11679,Returning,Electronics,306.46,4,2.23,1198.5,829.15,69.18,PayPal,40.75,Urban,5.42,No,0.0,4.06,323.18,26.97
TXN_006657,2023-07-02 04:23:20,1,CUST_11926,New,Clothing,88.99,1,6.69,83.04,71.65,86.28,Credit Card,2.41,Urban,6.68,No,0.0,4.1,2.3000000000000007,2.77
TXN_010862,2023-07-02 04:33:03,1,CUST_15603,New,Home Goods,52.62,1,8.55,48.12,34.77,72.26,PayPal,1.64,Urban,6.59,No,0.0,4.04,5.119999999999994,10.64
TXN_004482,2023-07-02 05:07:29,1,CUST_02178,New,Electronics,198.47,1,6.86,184.85,123.43,66.77,Credit Card,5.36,Urban,5.61,No,0.0,4.06,50.44999999999999,27.29
TXN_011949,2023-07-02 05:33:22,1,CUST_14955,New,Clothing,142.88,1,7.32,132.42,112.88,85.24,PayPal,4.5,Suburban,7.85,Yes,15.55,3.29,-8.360000000000008,-6.31
TXN_001586,2023-07-02 05:37:12,1,CUST_17838,Returning,Home Goods,95.75,1,2.9,92.97,70.78,76.13,PayPal,3.16,Suburban,7.12,No,0.0,4.28,11.909999999999997,12.81
TXN_003829,2023-07-02 06:07:27,1,CUST_08594,New,Clothing,103.03,1,12.37,90.29,82.74,91.64,Gift Card,0.0,Suburban,9.61,No,0.0,4.27,-2.059999999999988,-2.28
TXN_003842,2023-07-02 06:19:57,1,CUST_21781,New,Clothing,82.4,2,5.04,156.49,131.47,84.01,Credit Card,4.54,Urban,5.76,No,0.0,3.82,14.720000000000011,9.41
TXN_007215,2023-07-02 07:04:45,1,CUST_16847,New,Clothing,92.25,1,7.86,85.0,75.79,89.16,PayPal,2.89,Urban,6.64,No,0.0,3.89,-0.3200000000000065,-0.38
TXN_014644,2023-07-02 07:13:04,1,CUST_17710,Returning,Home Goods,30.18,3,1.74,88.96,47.53,53.43,PayPal,3.02,Rural,10.33,No,0.0,4.72,28.07999999999999,31.56
TXN_015114,2023-07-02 07:13:32,1,CUST_02836,Returning,Electronics,71.25,5,7.37,329.99,221.5,67.12,PayPal,11.22,Urban,6.05,Yes,13.07,4.05,78.15,23.68
TXN_008318,2023-07-02 07:39:51,1,CUST_03318,Returning,Clothing,59.17,2,5.37,111.99,99.6,88.94,PayPal,3.81,Suburban,7.78,No,0.0,4.74,0.7999999999999998,0.71
TXN_007468,2023-07-02 07:46:22,1,CUST_23642,New,Clothing,134.27,1,14.09,115.35,104.96,90.99,PayPal,3.92,Suburban,8.64,No,0.0,4.25,-2.17,-1.88
TXN_008754,2023-07-02 08:03:15,1,CUST_21086,New,Electronics,95.59,1,9.01,86.98,64.24,73.86,PayPal,2.96,Suburban,9.09,No,0.0,3.89,10.690000000000008,12.29
TXN_011961,2023-07-02 08:08:00,1,CUST_11678,Returning,Clothing,79.66,3,4.83,227.44,189.56,83.35,Credit Card,6.6,Urban,6.55,No,0.0,4.28,24.729999999999993,10.87
TXN_004921,2023-07-02 08:30:08,1,CUST_11117,New,Electronics,346.79,1,14.39,296.89,231.56,78.0,Credit Card,8.61,Rural,13.71,No,0.0,3.96,43.009999999999984,14.49
TXN_002008,2023-07-02 09:00:45,1,CUST_01558,Returning,Clothing,142.21,3,5.15,404.66,348.09,86.02,PayPal,13.76,Suburban,8.92,No,0.0,4.47,33.89000000000005,8.37
TXN_015633,2023-07-02 09:03:53,1,CUST_22448,Returning,Clothing,52.22,1,5.82,49.18,42.0,85.4,PayPal,1.67,Rural,14.81,No,0.0,4.55,-9.3,-18.91
TXN_008384,2023-07-02 09:18:36,1,CUST_08611,Returning,Electronics,214.62,5,4.84,1021.16,655.13,64.16,PayPal,34.72,Suburban,8.0,No,0.0,4.67,323.30999999999995,31.66
TXN_014938,2023-07-02 09:28:12,1,CUST_15524,Returning,Electronics,78.49,3,1.37,232.24,141.4,60.89,Credit Card,6.73,Urban,5.44,No,0.0,4.44,78.67,33.87
TXN_011504,2023-07-02 09:28:38,1,CUST_03388,New,Clothing,138.6,1,10.61,123.89,111.17,89.73,Gift Card,0.0,Suburban,8.91,No,0.0,3.98,3.8099999999999987,3.08
TXN_004618,2023-07-02 09:30:50,1,CUST_17986,New,Clothing,57.8,1,13.73,49.86,45.36,90.97,PayPal,1.7,Urban,5.13,Yes,12.42,3.34,-14.75,-29.58
TXN_006540,2023-07-02 09:31:19,1,CUST_14332,New,Home Goods,84.61,3,14.65,216.64,176.73,81.58,PayPal,7.37,Suburban,7.23,No,0.0,4.36,25.31,11.68
TXN_002621,2023-07-02 09:37:26,1,CUST_13181,New,Home Goods,192.82,2,9.41,349.35,242.32,69.36,PayPal,11.88,Suburban,8.62,No,0.0,4.4,86.53000000000003,24.77
TXN_009077,2023-07-02 09:38:18,1,CUST_14293,Returning,Home Goods,68.66,1,1.97,67.31,40.11,59.59,Credit Card,1.95,Suburban,7.71,No,0.0,4.08,17.540000000000003,26.06
TXN_008465,2023-07-02 09:42:24,1,CUST_05454,New,Clothing,95.02,1,11.72,83.88,78.16,93.18,PayPal,2.85,Urban,5.22,No,0.0,4.1,-2.350000000000001,-2.8
TXN_004014,2023-07-02 09:42:33,1,CUST_20694,Returning,Clothing,21.95,2,8.56,40.14,33.18,82.66,PayPal,1.36,Rural,14.7,No,0.0,4.14,-9.099999999999998,-22.67
TXN_013380,2023-07-02 09:45:20,1,CUST_20341,Returning,Electronics,170.23,3,1.0,505.58,324.04,64.09,PayPal,17.19,Urban,5.33,No,0.0,4.53,159.01999999999995,31.45
TXN_002891,2023-07-02 09:47:31,1,CUST_19096,Returning,Clothing,43.46,2,5.17,82.43,68.75,83.4,PayPal,2.8,Urban,5.36,No,0.0,4.76,5.520000000000006,6.7
TXN_006907,2023-07-02 09:50:22,1,CUST_24524,Returning,Electronics,64.76,1,0.11,64.69,39.26,60.69,PayPal,2.2,Suburban,7.9,No,0.0,4.57,15.33,23.7
TXN_006285,2023-07-02 09:54:09,1,CUST_21330,New,Clothing,107.08,1,5.81,100.86,80.98,80.29,Credit Card,2.92,Rural,14.76,No,0.0,4.4,2.199999999999994,2.18
TXN_004879,2023-07-02 09:57:27,1,CUST_17162,Returning,Home Goods,37.88,2,9.01,68.93,47.56,69.0,PayPal,2.34,Suburban,8.63,No,0.0,4.51,10.400000000000004,15.09
